,url,legit,file
0,https://i.imgur.com/acNc2XC.jpg,0,images/ff91f7affbcfc0b54b4c28115979f00c.jpg
1,https://i.imgur.com/kZo0gyy.jpg,0,images/72d3e383ad632b602c004658a2b8f2ed.jpg
2,https://i.imgur.com/h9UUlig.jpg,0,images/474ee3e6ca0a79004619a09e92f474c1.jpg
3,https://i.imgur.com/qb0xsuz.jpg,0,images/75bbf9e3cbc64cba89db034e4276869b.jpg
4,https://i.imgur.com/wWZ1jQX.jpg,0,images/a418e6fa1281a6ddb487d28451125482.jpg
5,https://i.imgur.com/QbRzQMD.jpg,0,images/c462ab8ab14e492ead78c2bff28f6da7.jpg
6,https://i.ebayimg.com/images/g/3QkAAOSwDkVZ-NzJ/s-l1600.jpg,1,images/91b0edeb6e2cfb4beb901fc5abdfba3b.jpg
7,https://i.ebayimg.com/images/g/1KsAAOSwD8ZZ-NzL/s-l1600.jpg,1,images/534b7d43191c0d024cfeed4c5a73daba.jpg
8,https://i.ebayimg.com/images/g/ICUAAOSw-wJZ-NzL/s-l1600.jpg,1,images/e62b72d0de20f3ce8ce13d8eb65fe049.jpg
9,https://i.ebayimg.com/images/g/3QkAAOSwDkVZ-NzJ/s-l1600.jpg,1,images/91b0edeb6e2cfb4beb901fc5abdfba3b.jpg
10,https://i.ebayimg.com/images/g/1KsAAOSwD8ZZ-NzL/s-l1600.jpg,1,images/534b7d43191c0d024cfeed4c5a73daba.jpg
11,https://i.ebayimg.com/images/g/ICUAAOSw-wJZ-NzL/s-l1600.jpg,1,images/e62b72d0de20f3ce8ce13d8eb65fe049.jpg
12,https://i.imgur.com/eNY7bS5.jpg,0,images/910f67bb8d3f0ca74a1b8057403458a2.jpg
13,https://i.imgur.com/JFH4goG.jpg,0,images/3e6d0d03f6ec2c6e3d90c1ea26d88dcd.jpg
14,https://i.imgur.com/A3vGFih.jpg,0,images/5ea7621a80fe070aab5c4fa290d5409d.jpg
15,https://i.imgur.com/Ho60wCX.jpg,0,images/281330b5dc8f4bfd119f6e9968770342.jpg
16,https://i.imgur.com/ZC8vQTo.jpg,1,images/3da1eb16d3b07e678d0f650c827227c7.jpg
17,https://i.imgur.com/loAE51Y.jpg,1,images/09af921b5bba028d592b515c8732d735.jpg
18,https://i.imgur.com/tmJUHyW.jpg,1,images/1ce7a25eeabcb0b0e3fe50f64e195f3f.jpg
19,https://i.imgur.com/HVfQcAJ.png,1,images/79b0113eca94de31a56691307f1007b1.png
20,https://i.imgur.com/meCq6BT.png,1,images/93083674225c6209996b99add6550cd7.png
21,https://i.imgur.com/523ISfZ.png,1,images/7dfbafa0abbf3f39a9ef6dcec96ab588.png
22,https://i.imgur.com/MiMMccS.png,1,images/9932507b5c83ae720e24da2cd4480889.png
23,https://i.imgur.com/njkeYqB.png,1,images/e9786ebf1fe59c8a1f0a54cb168a786e.png
24,https://i.imgur.com/cgdv2t4.png,1,images/dc87a70c9c19a5055b9ff22ba93d900b.png
25,https://i.imgur.com/YlMsDlZ.png,1,images/11b18c4ef2fe8609d8aad233528d2f76.png
26,https://i.ebayimg.com/images/g/5LEAAOSwNlla1P55/s-l1600.jpg,1,images/a9f8d4a226407fa0358bf768d8add486.jpg
27,https://i.ebayimg.com/images/g/39cAAOSw0Pxa1P56/s-l1600.jpg,1,images/d4c7d5427dd5657d922b75f175184aa4.jpg
28,https://i.ebayimg.com/images/g/4aUAAOSwU3Na1P55/s-l1600.jpg,1,images/bdb0246cc4a031026d40f52ae93b905a.jpg
29,https://i.ebayimg.com/images/g/pdgAAOSwkbpa1P55/s-l1600.jpg,1,images/406872521f410344cbbfce1d2e992eec.jpg
30,https://i.ebayimg.com/images/g/UfgAAOSw7I5a1P56/s-l1600.jpg,1,images/e904b15839880d7f9ff02051e67dcecf.jpg
31,https://i.ebayimg.com/images/g/JXUAAOSw9M5a1P56/s-l1600.jpg,1,images/c72252941934b86b0edf7fd2c87a1771.jpg
32,https://i.ebayimg.com/images/g/eEoAAOSw8nBa1P56/s-l1600.jpg,1,images/073d1198035f909ff90e10f5bb12affe.jpg
33,https://i.ebayimg.com/images/g/JHYAAOSw51Va1P56/s-l1600.jpg,1,images/29db614d619fa2038e04b136bfffdbe6.jpg
34,https://i.ebayimg.com/images/g/ecgAAOSwozxa1P56/s-l1600.jpg,1,images/43a3e50cb17219c5ae33e7427a5e2959.jpg
35,https://i.ebayimg.com/images/g/UXAAAOSwV-xa1P56/s-l1600.jpg,1,images/d7660aa649817485164b328cb77b4fb5.jpg
36,https://i.ebayimg.com/images/g/nk8AAOSwDXJa1P55/s-l1600.jpg,1,images/153a176bad1103a7b86572eb17c5287a.jpg
37,https://i.ebayimg.com/images/g/m60AAOSwTw9a1P56/s-l1600.jpg,1,images/ebbfb2c45f5af50f5d1f4a1ebacd17c6.jpg
38,https://i.ebayimg.com/images/g/5LEAAOSwNlla1P55/s-l1600.jpg,1,images/a9f8d4a226407fa0358bf768d8add486.jpg
39,https://i.ebayimg.com/images/g/39cAAOSw0Pxa1P56/s-l1600.jpg,1,images/d4c7d5427dd5657d922b75f175184aa4.jpg
40,https://i.ebayimg.com/images/g/4aUAAOSwU3Na1P55/s-l1600.jpg,1,images/bdb0246cc4a031026d40f52ae93b905a.jpg
41,https://i.ebayimg.com/images/g/pdgAAOSwkbpa1P55/s-l1600.jpg,1,images/406872521f410344cbbfce1d2e992eec.jpg
42,https://i.ebayimg.com/images/g/UfgAAOSw7I5a1P56/s-l1600.jpg,1,images/e904b15839880d7f9ff02051e67dcecf.jpg
43,https://i.ebayimg.com/images/g/JXUAAOSw9M5a1P56/s-l1600.jpg,1,images/c72252941934b86b0edf7fd2c87a1771.jpg
44,https://i.ebayimg.com/images/g/eEoAAOSw8nBa1P56/s-l1600.jpg,1,images/073d1198035f909ff90e10f5bb12affe.jpg
45,https://i.ebayimg.com/images/g/JHYAAOSw51Va1P56/s-l1600.jpg,1,images/29db614d619fa2038e04b136bfffdbe6.jpg
46,https://i.ebayimg.com/images/g/ecgAAOSwozxa1P56/s-l1600.jpg,1,images/43a3e50cb17219c5ae33e7427a5e2959.jpg
47,https://i.ebayimg.com/images/g/UXAAAOSwV-xa1P56/s-l1600.jpg,1,images/d7660aa649817485164b328cb77b4fb5.jpg
48,https://i.ebayimg.com/images/g/nk8AAOSwDXJa1P55/s-l1600.jpg,1,images/153a176bad1103a7b86572eb17c5287a.jpg
49,https://i.ebayimg.com/images/g/m60AAOSwTw9a1P56/s-l1600.jpg,1,images/ebbfb2c45f5af50f5d1f4a1ebacd17c6.jpg
50,https://i.imgur.com/28HU6CS.png,1,images/98200e532db0b717a494c5d2c78bbf8f.png
51,https://i.imgur.com/TN6SZqC.png,1,images/54729bad61a640837e3a2111b304511c.png
52,https://i.imgur.com/UQ5oxTV.png,1,images/5bca2851f040125979fd8b7cd3a4ac31.png
53,https://i.imgur.com/mLjCC5O.png,1,images/f6e850597ff67abeb26c0e95b28c4c36.png
54,https://i.imgur.com/G4UEaoP.jpg,1,images/6c8adcd183cc65685ef6eea0684cb706.jpg
55,https://i.imgur.com/ccn0Wie.png,1,images/85995d0f7f49ddea8a3d695145a1c7d8.png
56,https://i.imgur.com/lqUtPL0.png,1,images/001155c217fbfdfbe9d628d4373080c3.png
57,https://i.imgur.com/SUgvyp6.png,1,images/08aff6e4af4b893d31977291edd9f48e.png
58,https://i.imgur.com/8AooeD8.png,1,images/3445344065d50c181ad2cbbd4e9739ae.png
59,https://i.imgur.com/t26CVwm.png,1,images/c5f990c4d1aaa18a5cbce3bdf2586e86.png
60,https://i.imgur.com/e9Omp0X.png,1,images/83d3de2adfaf1d81e1933eb8ee7f6f03.png
61,https://i.imgur.com/3lng03I.png,1,images/dff106e8929dea16621a296a0034d192.png
62,https://i.imgur.com/vWNqW5x.png,1,images/93ec9dc0fd59195d842e01bf03db8eef.png
63,https://i.imgur.com/DHZXOhS.png,1,images/c92f5273427f821fdbee11d6856e7ace.png
64,https://i.imgur.com/M8VwL0u.png,1,images/3350e35cced2a4f3574785f45b516123.png
65,https://i.imgur.com/aqln0cm.png,1,images/4a9d465ef6106e4434a1846075c21d20.png
66,https://i.imgur.com/CMAeYGT.png,1,images/5e2494ad85bb6f0c3d59ab1d777808bc.png
67,https://i.imgur.com/YnJxiA3.png,1,images/81552afe8267bb4855751e48b059472d.png
68,https://i.imgur.com/x2W7wVa.jpg,1,images/1432ec99b0e3cf69beec61640c34bb6a.jpg
69,https://i.imgur.com/yKdIEWo.jpg,1,images/a774631e8d556387fcc204a80f5ed706.jpg
70,https://i.imgur.com/jnizDNK.jpg,1,images/ecb5cb375b61890e19dc6cea83acf8c9.jpg
71,https://i.imgur.com/FgASJ2B.jpg,1,images/ee4d6ad7f55063bbd20a30b9ab0b6402.jpg
72,https://i.imgur.com/WKQ8r0B.jpg,1,images/e28cdb01a8befbc5da9669a4762eb768.jpg
73,https://i.imgur.com/8EeZSzJ.jpg,1,images/c874458ced578edf30a689d4e9ea1a64.jpg
74,https://i.imgur.com/FyasiQx.jpg,1,images/bd9ad7e70bf438dac8f0f831ab002666.jpg
75,https://i.imgur.com/e8E68YZ.jpg,0,images/f56ea48939866a706fbd23a6482df08b.jpg
76,https://i.imgur.com/pRy1HDA.jpg,0,images/c58574e745752dd9702ec9b6db9a3c62.jpg
77,https://i.imgur.com/3cKCdWY.jpg,0,images/9928f3042f2e674934bc60763ad51c3e.jpg
78,https://i.imgur.com/IzRS9V3.jpg,0,images/63296641ffa09b61df337b144894cce6.jpg
